Soil_moisture,Soil_humidity,rainfall,Temperature,Vegetation,Soil_type,Status
38,58,,20,Grass,Loam Soil,0
56,34,,30,Grass,Loam Soil,1
81,44,,26,Grass,Loam Soil,1
16,43,,18,Grass,Loam Soil,1
78,52,,25,Grass,Loam Soil,0
84,20,,8,Grass,Loam Soil,0
73,59,,10,Grass,Loam Soil,0
61,47,,0,Grass,Loam Soil,0
32,45,,29,Grass,Loam Soil,1
34,22,,1,Grass,Loam Soil,0
4,21,,6,Grass,Loam Soil,1
70,22,,8,Grass,Loam Soil,0
23,52,,35,Grass,Loam Soil,1
61,54,,33,Grass,Loam Soil,1
81,40,,45,Grass,Loam Soil,0
67,42,,40,Grass,Loam Soil,0
43,45,,44,Grass,Loam Soil,0
2,59,,3,Grass,Loam Soil,1
52,50,,19,Grass,Loam Soil,1
5,26,,38,Grass,Loam Soil,1
82,61,,7,Grass,Loam Soil,0
23,53,,19,Grass,Loam Soil,1
72,39,,31,Grass,Loam Soil,1
58,66,,5,Grass,Loam Soil,0
26,37,,33,Grass,Loam Soil,1
47,64,,9,Grass,Loam Soil,1
84,45,,2,Grass,Loam Soil,0
61,25,,3,Grass,Loam Soil,0
11,20,,2,Grass,Loam Soil,1
22,30,,19,Grass,Loam Soil,0
27,21,,33,Grass,Loam Soil,1
44,38,,30,Grass,Loam Soil,1
79,24,,10,Grass,Loam Soil,0
44,58,,19,Grass,Loam Soil,0
54,61,,3,Grass,Loam Soil,0
85,20,,26,Grass,Loam Soil,1
67,52,,43,Grass,Loam Soil,0
88,35,,0,Grass,Loam Soil,0
56,34,,41,Grass,Loam Soil,1
40,22,,1,Grass,Loam Soil,1
50,49,,6,Grass,Loam Soil,0
60,26,,40,Grass,Loam Soil,1
29,29,,29,Grass,Loam Soil,1
31,37,,32,Grass,Loam Soil,1
36,44,,28,Grass,Loam Soil,1
17,21,,42,Grass,Loam Soil,1
40,54,,38,Grass,Loam Soil,1
69,39,,12,Grass,Loam Soil,1
73,56,,20,Grass,Loam Soil,0
9,60,,6,Grass,Loam Soil,1
44,42,,22,Grass,Loam Soil,1
73,42,,0,Grass,Loam Soil,0
72,50,,9,Grass,Loam Soil,0
84,60,,16,Grass,Loam Soil,0
85,30,,44,Grass,Loam Soil,1
3,50,,42,Grass,Loam Soil,1
85,42,,11,Grass,Loam Soil,0
6,44,,31,Grass,Loam Soil,0
50,23,,41,Grass,Loam Soil,1
49,28,,41,Grass,Loam Soil,0
14,28,,8,Grass,Loam Soil,1
63,51,,19,Grass,Loam Soil,1
29,28,,14,Grass,Loam Soil,0
41,47,,30,Grass,Loam Soil,1
43,33,,22,Grass,Loam Soil,1
18,59,,27,Grass,Loam Soil,1
12,20,,9,Grass,Loam Soil,1
84,40,,25,Grass,Loam Soil,0
35,24,,14,Grass,Loam Soil,1
55,25,,27,Grass,Loam Soil,1
55,50,,9,Grass,Loam Soil,1
85,63,,0,Grass,Loam Soil,0
52,33,,26,Grass,Loam Soil,1
69,32,,1,Grass,Loam Soil,0
26,42,,12,Grass,Loam Soil,1
42,23,,19,Grass,Loam Soil,0
19,65,,26,Grass,Loam Soil,0
90,61,,6,Grass,Loam Soil,0
13,63,,9,Grass,Loam Soil,0
45,49,,3,Grass,Loam Soil,0
61,39,,21,Grass,Loam Soil,1
90,50,,4,Grass,Loam Soil,0
84,35,,28,Grass,Loam Soil,0
23,53,,20,Grass,Loam Soil,0
31,41,,31,Grass,Loam Soil,1
59,33,,15,Grass,Loam Soil,1
66,39,,37,Grass,Loam Soil,1
80,58,,2,Grass,Loam Soil,0
32,30,,19,Grass,Loam Soil,1
84,58,,21,Grass,Loam Soil,0
56,35,,32,Grass,Loam Soil,0
8,49,,14,Grass,Loam Soil,1
79,36,,36,Grass,Loam Soil,0
40,43,,42,Grass,Loam Soil,1
71,52,,17,Grass,Loam Soil,0
58,36,,13,Grass,Loam Soil,1
85,37,,11,Grass,Loam Soil,1
76,44,,34,Grass,Loam Soil,1
13,21,,19,Grass,Loam Soil,1
22,39,,7,Grass,Loam Soil,1
62,23,,6,Grass,Loam Soil,0
19,43,,8,Grass,Loam Soil,1
30,55,,13,Grass,Loam Soil,1
56,29,,39,Grass,Loam Soil,1
80,38,,11,Grass,Loam Soil,1
68,55,,23,Grass,Loam Soil,1
24,40,,2,Grass,Loam Soil,0
54,23,,14,Grass,Loam Soil,1
41,54,,45,Grass,Loam Soil,1
49,22,,40,Grass,Loam Soil,1
2,64,,4,Grass,Loam Soil,1
66,45,,25,Grass,Loam Soil,1
25,22,,17,Grass,Loam Soil,0
14,27,,11,Grass,Loam Soil,1
14,47,,27,Grass,Loam Soil,1
61,55,,23,Grass,Loam Soil,1
73,20,,19,Grass,Loam Soil,0
11,40,,9,Grass,Loam Soil,0
4,55,,24,Grass,Loam Soil,0
48,33,,3,Grass,Loam Soil,1
85,23,,16,Grass,Loam Soil,0
63,66,,17,Grass,Loam Soil,0
83,64,,22,Grass,Loam Soil,0
84,65,,39,Grass,Loam Soil,0
13,44,,24,Grass,Loam Soil,1
7,32,,2,Grass,Loam Soil,0
11,45,,31,Grass,Loam Soil,1
25,20,,10,Grass,Loam Soil,0
32,28,,11,Grass,Loam Soil,0
81,51,,17,Grass,Loam Soil,0
11,51,,14,Grass,Loam Soil,1
72,66,,29,Grass,Loam Soil,0
31,21,,9,Grass,Loam Soil,0
38,30,,29,Grass,Loam Soil,0
63,48,,9,Grass,Loam Soil,0
11,24,,1,Grass,Loam Soil,0
11,28,,9,Grass,Loam Soil,1
82,27,,32,Grass,Loam Soil,1
72,57,,43,Grass,Loam Soil,0
15,68,,26,Grass,Loam Soil,1
54,54,,18,Grass,Loam Soil,1
64,62,,13,Grass,Loam Soil,0
46,70,,26,Grass,Loam Soil,1
54,42,,30,Grass,Loam Soil,1
72,43,,25,Grass,Loam Soil,0
69,41,,32,Grass,Loam Soil,0
74,50,,29,Grass,Loam Soil,0
46,29,,16,Grass,Loam Soil,0
68,53,,11,Grass,Loam Soil,0
33,57,,37,Grass,Loam Soil,1
46,68,,31,Grass,Loam Soil,1
14,70,,3,Grass,Loam Soil,1
38,25,,43,Grass,Loam Soil,1
2,52,,25,Grass,Loam Soil,1
14,20,,32,Grass,Loam Soil,0
26,34,,21,Grass,Loam Soil,1
18,27,,14,Grass,Loam Soil,1
71,38,,15,Grass,Loam Soil,0
22,20,,18,Grass,Loam Soil,0
48,69,,28,Grass,Loam Soil,1
37,47,,34,Grass,Loam Soil,1
40,60,,8,Grass,Loam Soil,0
82,57,,24,Grass,Loam Soil,0
54,36,,45,Grass,Loam Soil,1
24,52,,15,Grass,Loam Soil,1
20,62,,43,Grass,Loam Soil,1
73,29,,23,Grass,Loam Soil,0
7,45,,3,Grass,Loam Soil,0
22,50,,15,Grass,Loam Soil,1
13,61,,1,Grass,Loam Soil,1
53,30,,14,Grass,Loam Soil,0
58,52,,3,Grass,Loam Soil,0
52,47,,13,Grass,Loam Soil,1
13,53,,21,Grass,Loam Soil,1
73,53,,36,Grass,Loam Soil,1
24,46,,37,Grass,Loam Soil,1
81,51,,36,Grass,Loam Soil,0
69,20,,2,Grass,Loam Soil,0
29,20,,11,Grass,Loam Soil,0
30,54,,32,Grass,Loam Soil,1
70,41,,13,Grass,Loam Soil,1
75,36,,12,Grass,Loam Soil,1
7,43,,40,Grass,Loam Soil,0
45,60,,38,Grass,Loam Soil,1
54,26,,6,Grass,Loam Soil,1
1,40,,27,Grass,Loam Soil,1
49,32,,21,Grass,Loam Soil,1
35,52,,20,Grass,Loam Soil,0
43,52,,23,Grass,Loam Soil,0
34,33,,42,Grass,Loam Soil,1
39,38,,38,Grass,Loam Soil,1
11,67,,0,Grass,Loam Soil,0
62,33,,17,Grass,Loam Soil,1
20,58,,42,Grass,Loam Soil,1
70,70,,11,Grass,Loam Soil,0
26,35,,44,Grass,Loam Soil,1
36,27,,41,Grass,Loam Soil,0
53,58,,42,Grass,Loam Soil,0
80,67,,17,Grass,Loam Soil,0
51,55,,1,Grass,Loam Soil,0
6,66,,32,Grass,Loam Soil,1
13,40,,36,Grass,Loam Soil,1
41,43,,9,Grass,Loam Soil,0
83,68,,13,Grass,Loam Soil,0
84,64,,7,Grass,Loam Soil,1
17,22,,21,Grass,Loam Soil,1
36,46,,34,Grass,Loam Soil,1
48,35,,29,Grass,Loam Soil,0
24,27,,39,Grass,Loam Soil,1
56,28,,29,Grass,Loam Soil,1
70,38,,18,Grass,Loam Soil,0
7,53,,38,Grass,Loam Soil,1
61,23,,32,Grass,Loam Soil,0
31,47,,31,Grass,Loam Soil,1
1,53,,1,Grass,Loam Soil,0
69,39,,32,Grass,Loam Soil,0
35,62,,12,Grass,Loam Soil,0
80,49,,7,Grass,Loam Soil,0
5,69,,0,Grass,Loam Soil,0
22,56,,39,Grass,Loam Soil,1
42,41,,21,Grass,Loam Soil,1
54,41,,21,Grass,Loam Soil,1
61,31,,33,Grass,Loam Soil,1
33,37,,24,Grass,Loam Soil,1
23,28,,0,Grass,Loam Soil,0
34,45,,39,Grass,Loam Soil,1
24,66,,44,Grass,Loam Soil,1
8,65,,38,Grass,Loam Soil,1
86,49,,44,Grass,Loam Soil,0
16,52,,7,Grass,Loam Soil,0
71,65,,2,Grass,Loam Soil,1
51,55,,13,Grass,Loam Soil,1
53,20,,41,Grass,Loam Soil,1
24,69,,41,Grass,Loam Soil,1
61,25,,23,Grass,Loam Soil,0
75,45,,27,Grass,Loam Soil,1
7,63,,4,Grass,Loam Soil,1
71,42,,10,Grass,Loam Soil,0
53,32,,3,Grass,Loam Soil,0
38,56,,10,Grass,Loam Soil,1
34,33,,21,Grass,Loam Soil,0
79,40,,1,Grass,Loam Soil,0
27,66,,33,Grass,Loam Soil,1
23,22,,42,Grass,Loam Soil,1
75,45,,22,Grass,Loam Soil,1
46,37,,40,Grass,Loam Soil,1
59,63,,25,Grass,Loam Soil,1
76,39,,7,Grass,Loam Soil,0
46,43,,20,Grass,Loam Soil,1
7,65,,19,Grass,Loam Soil,1
20,63,,37,Grass,Loam Soil,1
13,22,,13,Grass,Loam Soil,1
49,20,,34,Grass,Loam Soil,1
21,34,,0,Grass,Loam Soil,0
36,23,,23,Grass,Loam Soil,1
56,48,,28,Grass,Loam Soil,1
63,41,,26,Grass,Loam Soil,1
60,68,,8,Grass,Loam Soil,1
85,55,,12,Grass,Loam Soil,0
79,42,,43,Grass,Loam Soil,1
6,57,,39,Grass,Loam Soil,0
4,53,,29,Grass,Loam Soil,1
64,46,,7,Grass,Loam Soil,0
72,43,,11,Grass,Loam Soil,0
62,40,,18,Grass,Loam Soil,1
55,48,,35,Grass,Loam Soil,1
88,68,,34,Grass,Loam Soil,1
6,39,,29,Grass,Loam Soil,1
6,32,,38,Grass,Loam Soil,1
77,43,,18,Grass,Loam Soil,1
12,56,,3,Grass,Loam Soil,1
2,40,,13,Grass,Loam Soil,1
31,64,,15,Grass,Loam Soil,1
30,52,,34,Grass,Loam Soil,1
68,26,,26,Grass,Loam Soil,0
5,45,,37,Grass,Loam Soil,1
55,23,,21,Grass,Loam Soil,0
29,41,,6,Grass,Loam Soil,1
87,63,,21,Grass,Loam Soil,0
59,37,,24,Grass,Loam Soil,1
79,41,,42,Grass,Loam Soil,0
29,59,,27,Grass,Loam Soil,1
62,66,,42,Grass,Loam Soil,1
11,63,,41,Grass,Loam Soil,0
56,52,,5,Grass,Loam Soil,0
67,33,,3,Grass,Loam Soil,0
81,56,,12,Grass,Loam Soil,0
53,21,,23,Grass,Loam Soil,1
8,55,,39,Grass,Loam Soil,1
41,35,,19,Grass,Loam Soil,0
7,31,,30,Grass,Loam Soil,1
62,31,,20,Grass,Loam Soil,0
50,26,,32,Grass,Loam Soil,1
52,61,,35,Grass,Loam Soil,0
28,58,,28,Grass,Loam Soil,1
28,61,,36,Grass,Loam Soil,1
53,30,,1,Grass,Loam Soil,0
25,58,,24,Grass,Loam Soil,0
41,68,,42,Grass,Loam Soil,1
32,70,,40,Grass,Loam Soil,1
23,35,,37,Grass,Loam Soil,1
80,65,,12,Grass,Loam Soil,0
9,32,,4,Grass,Loam Soil,0
14,45,,2,Grass,Loam Soil,0
25,36,,31,Grass,Loam Soil,1
65,50,,34,Grass,Loam Soil,1
80,43,,8,Grass,Loam Soil,0
30,67,,11,Grass,Loam Soil,0
14,60,,21,Grass,Loam Soil,0
69,54,,36,Grass,Loam Soil,1
30,49,,23,Grass,Loam Soil,1
35,38,,10,Grass,Loam Soil,1
24,36,,19,Grass,Loam Soil,1
63,53,,34,Grass,Loam Soil,0
14,43,,0,Grass,Loam Soil,0
51,46,,34,Grass,Loam Soil,0
78,23,,39,Grass,Loam Soil,1
55,51,,29,Grass,Loam Soil,1
45,50,,15,Grass,Loam Soil,1
82,44,,6,Grass,Loam Soil,0
19,45,,16,Grass,Loam Soil,0
30,22,,29,Grass,Loam Soil,1
77,50,,11,Grass,Loam Soil,0
75,51,,24,Grass,Loam Soil,1
59,37,,10,Grass,Loam Soil,1
25,37,,20,Grass,Loam Soil,1
30,63,,31,Grass,Loam Soil,1
64,47,,40,Grass,Loam Soil,0
80,29,,33,Grass,Loam Soil,1
79,70,,31,Grass,Loam Soil,0
81,44,,15,Grass,Loam Soil,1
36,62,,10,Grass,Loam Soil,0
69,26,,43,Grass,Loam Soil,1
9,60,,21,Grass,Loam Soil,1
50,66,,37,Grass,Loam Soil,1
33,62,,14,Grass,Loam Soil,1
40,34,,39,Grass,Loam Soil,1
16,58,,24,Grass,Loam Soil,0
43,63,,42,Grass,Loam Soil,1
31,21,,23,Grass,Loam Soil,1
61,66,,18,Grass,Loam Soil,0
47,32,,22,Grass,Loam Soil,1
32,69,,12,Grass,Loam Soil,1
51,66,,40,Grass,Loam Soil,1
82,40,,13,Grass,Loam Soil,0
64,47,,2,Grass,Loam Soil,0
78,38,,13,Grass,Loam Soil,0
39,35,,32,Grass,Loam Soil,1
61,67,,17,Grass,Loam Soil,1
32,37,,19,Grass,Loam Soil,1
26,55,,1,Grass,Loam Soil,0
10,53,,45,Grass,Loam Soil,1
8,23,,35,Grass,Loam Soil,1
72,22,,45,Grass,Loam Soil,0
61,66,,18,Grass,Loam Soil,0
84,66,,19,Grass,Loam Soil,1
34,61,,17,Grass,Loam Soil,0
86,28,,12,Grass,Loam Soil,0
40,31,,6,Grass,Loam Soil,1
87,48,,45,Grass,Loam Soil,0
62,49,,17,Grass,Loam Soil,0
54,69,,12,Grass,Loam Soil,1
9,40,,41,Grass,Loam Soil,1
58,66,,16,Grass,Loam Soil,1
34,70,,32,Grass,Loam Soil,1
59,44,,2,Grass,Loam Soil,0
29,27,,20,Grass,Loam Soil,0
18,70,,1,Grass,Loam Soil,0
28,56,,41,Grass,Loam Soil,0
74,54,,10,Grass,Loam Soil,0
71,20,,35,Grass,Loam Soil,0
6,28,,17,Grass,Loam Soil,0
10,69,,25,Grass,Loam Soil,1
52,27,,44,Grass,Loam Soil,1
14,56,,12,Grass,Loam Soil,1
29,44,,21,Grass,Loam Soil,1
3,38,,45,Grass,Loam Soil,1
74,41,,20,Grass,Loam Soil,0
65,36,,28,Grass,Loam Soil,0
67,65,,27,Grass,Loam Soil,1
45,30,,43,Grass,Loam Soil,1
54,29,,25,Grass,Loam Soil,0
23,21,,26,Grass,Loam Soil,1
37,62,,29,Grass,Loam Soil,0
20,43,,32,Grass,Loam Soil,1
48,61,,16,Grass,Loam Soil,0
84,23,,33,Grass,Loam Soil,0
81,43,,28,Grass,Loam Soil,0
39,40,,18,Grass,Loam Soil,0
80,34,,15,Grass,Loam Soil,1
76,33,,25,Grass,Loam Soil,0
25,62,,38,Grass,Loam Soil,1
15,69,,39,Grass,Loam Soil,1
35,42,,31,Grass,Loam Soil,1
53,31,,4,Grass,Loam Soil,0
18,36,,6,Grass,Loam Soil,0
64,24,,29,Grass,Loam Soil,0
29,67,,31,Grass,Loam Soil,0
73,36,,41,Grass,Loam Soil,0
87,28,,42,Grass,Loam Soil,0
6,55,,39,Grass,Loam Soil,1
79,67,,24,Grass,Loam Soil,1
30,47,,29,Grass,Loam Soil,1
50,22,,35,Grass,Loam Soil,1
9,49,,39,Grass,Loam Soil,1
56,30,,31,Grass,Loam Soil,0
30,51,,4,Grass,Loam Soil,0
56,37,,12,Grass,Loam Soil,1
9,44,,31,Grass,Loam Soil,1
1,53,,34,Grass,Loam Soil,0
2,24,,3,Grass,Loam Soil,1
20,56,,24,Grass,Loam Soil,0
71,52,,12,Grass,Loam Soil,0
37,30,,23,Grass,Loam Soil,1
72,26,,1,Grass,Loam Soil,0
30,59,,26,Grass,Loam Soil,0
50,20,,19,Grass,Loam Soil,0
12,29,,7,Grass,Loam Soil,1
84,65,,26,Grass,Loam Soil,1
59,51,,21,Grass,Loam Soil,1
13,46,,11,Grass,Loam Soil,1
31,34,,39,Grass,Loam Soil,0
44,57,,36,Grass,Loam Soil,0
65,66,,25,Grass,Loam Soil,1
72,68,,34,Grass,Loam Soil,1
7,41,,30,Grass,Loam Soil,1
56,53,,0,Grass,Loam Soil,0
88,54,,0,Grass,Loam Soil,0
58,25,,24,Grass,Loam Soil,0
11,43,,36,Grass,Loam Soil,1
33,46,,44,Grass,Loam Soil,1
36,51,,33,Grass,Loam Soil,1
72,48,,29,Grass,Loam Soil,1
90,39,,15,Grass,Loam Soil,1
51,64,,28,Grass,Loam Soil,0
20,59,,29,Grass,Loam Soil,1
73,65,,5,Grass,Loam Soil,0
6,38,,32,Grass,Loam Soil,1
28,66,,7,Grass,Loam Soil,1
43,66,,0,Grass,Loam Soil,0
80,49,,3,Grass,Loam Soil,0
26,20,,30,Grass,Loam Soil,1
3,21,,17,Grass,Loam Soil,1
85,26,,27,Grass,Loam Soil,1
12,69,,1,Grass,Loam Soil,0
18,43,,32,Grass,Loam Soil,1
27,68,,20,Grass,Loam Soil,1
9,59,,3,Grass,Loam Soil,1
88,44,,13,Grass,Loam Soil,0
52,66,,34,Grass,Loam Soil,1
51,36,,40,Grass,Loam Soil,0
2,22,,8,Grass,Loam Soil,1
19,62,,43,Grass,Loam Soil,1
74,69,,29,Grass,Loam Soil,0
73,60,,36,Grass,Loam Soil,1
62,65,,22,Grass,Loam Soil,0
72,57,,28,Grass,Loam Soil,1
14,41,,41,Grass,Loam Soil,1
37,58,,9,Grass,Loam Soil,0
88,52,,11,Grass,Loam Soil,0
75,28,,26,Grass,Loam Soil,0
43,38,,33,Grass,Loam Soil,0
31,28,,32,Grass,Loam Soil,1
76,45,,20,Grass,Loam Soil,0
9,24,,43,Grass,Loam Soil,1
58,20,,0,Grass,Loam Soil,0
66,58,,4,Grass,Loam Soil,0
79,25,,5,Grass,Loam Soil,0
46,36,,10,Grass,Loam Soil,1
56,38,,43,Grass,Loam Soil,1
47,54,,23,Grass,Loam Soil,1
57,38,,37,Grass,Loam Soil,1
65,48,,24,Grass,Loam Soil,0
20,38,,9,Grass,Loam Soil,0
42,61,,13,Grass,Loam Soil,1
72,56,,42,Grass,Loam Soil,1
58,60,,4,Grass,Loam Soil,0
8,30,,16,Grass,Loam Soil,1
65,52,,38,Grass,Loam Soil,0
69,60,,16,Grass,Loam Soil,0
21,27,,1,Grass,Loam Soil,0
47,38,,22,Grass,Loam Soil,1
3,25,,41,Grass,Loam Soil,1
56,63,,35,Grass,Loam Soil,0
41,57,,43,Grass,Loam Soil,1
44,34,,7,Grass,Loam Soil,0
44,39,,41,Grass,Loam Soil,1
39,25,,44,Grass,Loam Soil,1
58,28,,12,Grass,Loam Soil,1
37,21,,17,Grass,Loam Soil,1
71,38,,39,Grass,Loam Soil,1
9,39,,39,Grass,Loam Soil,1
67,31,,5,Grass,Loam Soil,0
78,38,,1,Grass,Loam Soil,0
6,48,,26,Grass,Loam Soil,1
76,60,,21,Grass,Loam Soil,0
50,46,,4,Grass,Loam Soil,0
71,58,,10,Grass,Loam Soil,0
3,57,,8,Grass,Loam Soil,1
80,34,,41,Grass,Loam Soil,1
48,25,,38,Grass,Loam Soil,1
2,64,,33,Grass,Loam Soil,1
24,42,,22,Grass,Loam Soil,1
7,57,,26,Grass,Loam Soil,1
33,35,,39,Grass,Loam Soil,0
66,63,,1,Grass,Loam Soil,0
65,62,,45,Grass,Loam Soil,0
84,45,,21,Grass,Loam Soil,0
76,33,,22,Grass,Loam Soil,1
84,28,,3,Grass,Loam Soil,0
57,38,,27,Grass,Loam Soil,1
8,57,,36,Grass,Loam Soil,1
12,67,,38,Grass,Loam Soil,1
74,24,,23,Grass,Loam Soil,0
61,37,,15,Grass,Loam Soil,1
10,24,,7,Grass,Loam Soil,1
7,37,,23,Grass,Loam Soil,1
83,42,,44,Grass,Loam Soil,1
43,21,,45,Grass,Loam Soil,0
82,30,,39,Grass,Loam Soil,1
14,38,,27,Grass,Loam Soil,0
24,20,,28,Grass,Loam Soil,1
74,61,,1,Grass,Loam Soil,0
22,69,,19,Grass,Loam Soil,1
37,34,,37,Grass,Loam Soil,1
57,69,,21,Grass,Loam Soil,1
11,46,,41,Grass,Loam Soil,1
25,30,,22,Grass,Loam Soil,0
65,65,,25,Grass,Loam Soil,1
35,35,,34,Grass,Loam Soil,1
24,43,,4,Grass,Loam Soil,0
15,47,,27,Grass,Loam Soil,1
23,69,,45,Grass,Loam Soil,1
29,24,,7,Grass,Loam Soil,0
53,38,,25,Grass,Loam Soil,1
38,65,,39,Grass,Loam Soil,0
14,52,,45,Grass,Loam Soil,0
27,65,,13,Grass,Loam Soil,1
87,38,,7,Grass,Loam Soil,0
30,28,,18,Grass,Loam Soil,0
14,34,,18,Grass,Loam Soil,0
7,65,,15,Grass,Loam Soil,1
1,69,,40,Grass,Loam Soil,1
18,20,,37,Grass,Loam Soil,1
90,43,,43,Grass,Loam Soil,1
12,24,,14,Grass,Loam Soil,1
58,54,,15,Grass,Loam Soil,1
42,57,,10,Grass,Loam Soil,0
84,63,,6,Grass,Loam Soil,0
33,24,,33,Grass,Loam Soil,1
28,25,,42,Grass,Loam Soil,1
49,70,,34,Grass,Loam Soil,1
34,20,,14,Grass,Loam Soil,0
29,64,,33,Grass,Loam Soil,1
6,44,,20,Grass,Loam Soil,1
59,41,,35,Grass,Loam Soil,0
16,62,,28,Grass,Loam Soil,1
59,46,,22,Grass,Loam Soil,1
17,53,,30,Grass,Loam Soil,0
47,26,,5,Grass,Loam Soil,1
36,41,,35,Grass,Loam Soil,1
56,38,,9,Grass,Loam Soil,1
71,27,,30,Grass,Loam Soil,0
52,36,,10,Grass,Loam Soil,1
87,67,,1,Grass,Loam Soil,0
65,23,,44,Grass,Loam Soil,0
53,55,,40,Grass,Loam Soil,1
37,65,,39,Grass,Loam Soil,1
25,38,,39,Grass,Loam Soil,1
16,37,,15,Grass,Loam Soil,1
67,27,,21,Grass,Loam Soil,1
44,36,,41,Grass,Loam Soil,0
41,49,,33,Grass,Loam Soil,1
64,69,,5,Grass,Loam Soil,0
38,52,,13,Grass,Loam Soil,1
37,25,,35,Grass,Loam Soil,1
65,21,,18,Grass,Loam Soil,0
66,22,,12,Grass,Loam Soil,0
30,63,,34,Grass,Loam Soil,1
81,23,,20,Grass,Loam Soil,0
28,54,,45,Grass,Loam Soil,1
64,66,,36,Grass,Loam Soil,1
47,46,,18,Grass,Loam Soil,1
46,33,,12,Grass,Loam Soil,1
67,23,,7,Grass,Loam Soil,0
86,61,,11,Grass,Loam Soil,0
80,55,,22,Grass,Loam Soil,0
15,33,,9,Grass,Loam Soil,0
13,21,,35,Grass,Loam Soil,1
27,64,,15,Grass,Loam Soil,1
48,60,,33,Grass,Loam Soil,1
62,59,,16,Grass,Loam Soil,0
35,62,,36,Grass,Loam Soil,1
84,45,,23,Grass,Loam Soil,1
31,62,,23,Grass,Loam Soil,0
18,67,,9,Grass,Loam Soil,0
58,45,,41,Grass,Loam Soil,1
74,24,,39,Grass,Loam Soil,0
3,31,,44,Grass,Loam Soil,1
62,49,,28,Grass,Loam Soil,1
17,26,,32,Grass,Loam Soil,1
56,57,,26,Grass,Loam Soil,0
79,62,,1,Grass,Loam Soil,0
34,66,,11,Grass,Loam Soil,0
58,28,,35,Grass,Loam Soil,1
16,31,,41,Grass,Loam Soil,1
28,34,,22,Grass,Loam Soil,1
23,57,,3,Grass,Loam Soil,0
53,44,,8,Grass,Loam Soil,0
39,44,,30,Grass,Loam Soil,1
63,46,,4,Grass,Loam Soil,0
80,39,,15,Grass,Loam Soil,1
38,27,,12,Grass,Loam Soil,0
82,55,,36,Grass,Loam Soil,1
53,50,,8,Grass,Loam Soil,0
75,60,,33,Grass,Loam Soil,1
41,25,,3,Grass,Loam Soil,0
69,42,,3,Grass,Loam Soil,0
33,33,,14,Grass,Loam Soil,1
62,52,,41,Grass,Loam Soil,0
39,22,,39,Grass,Loam Soil,1
22,39,,14,Grass,Loam Soil,0
41,28,,31,Grass,Loam Soil,1
89,21,,5,Grass,Loam Soil,0
12,43,,23,Grass,Loam Soil,1
21,63,,13,Grass,Loam Soil,0
29,69,,18,Grass,Loam Soil,0
76,22,,9,Grass,Loam Soil,0
32,69,,11,Grass,Loam Soil,0
9,29,,17,Grass,Loam Soil,1
47,46,,33,Grass,Loam Soil,1
29,51,,1,Grass,Loam Soil,0
88,39,,7,Grass,Loam Soil,0
19,70,,40,Grass,Loam Soil,0
61,22,,36,Grass,Loam Soil,0
44,63,,33,Grass,Loam Soil,1
22,69,,11,Grass,Loam Soil,1
48,22,,41,Grass,Loam Soil,1
63,45,,42,Grass,Loam Soil,1
66,22,,16,Grass,Loam Soil,0
68,56,,22,Grass,Loam Soil,0
63,26,,20,Grass,Loam Soil,0
26,57,,35,Grass,Loam Soil,0
78,47,,41,Grass,Loam Soil,0
78,64,,31,Grass,Loam Soil,0
9,55,,34,Grass,Loam Soil,1
43,34,,17,Grass,Loam Soil,1
26,27,,26,Grass,Loam Soil,0
48,45,,11,Grass,Loam Soil,1
26,63,,15,Grass,Loam Soil,0
6,42,,39,Grass,Loam Soil,1
49,57,,39,Grass,Loam Soil,1
44,60,,1,Grass,Loam Soil,0
33,24,,9,Grass,Loam Soil,0
59,47,,36,Grass,Loam Soil,1
61,59,,0,Grass,Loam Soil,0
69,36,,24,Grass,Loam Soil,1
2,31,,27,Grass,Loam Soil,1
39,60,,38,Grass,Loam Soil,1
20,48,,0,Grass,Loam Soil,1
61,68,,10,Grass,Loam Soil,1
34,63,,31,Grass,Loam Soil,0
7,29,,45,Grass,Loam Soil,1
2,66,,8,Grass,Loam Soil,1
46,45,,45,Grass,Loam Soil,1
68,29,,6,Grass,Loam Soil,0
76,64,,42,Grass,Loam Soil,1
44,38,,2,Grass,Loam Soil,0
27,28,,28,Grass,Loam Soil,0
87,22,,30,Grass,Loam Soil,0
77,50,,23,Grass,Loam Soil,0
52,43,,21,Grass,Loam Soil,1
49,61,,2,Grass,Loam Soil,0
24,21,,18,Grass,Loam Soil,1
62,49,,20,Grass,Loam Soil,1
20,22,,44,Grass,Loam Soil,1
44,50,,19,Grass,Loam Soil,1
59,46,,8,Grass,Loam Soil,0
68,35,,8,Grass,Loam Soil,1
6,42,,12,Grass,Loam Soil,1
19,42,,28,Grass,Loam Soil,1
45,40,,4,Grass,Loam Soil,0
45,59,,15,Grass,Loam Soil,0
38,53,,6,Grass,Loam Soil,0
25,32,,38,Grass,Loam Soil,1
89,22,,40,Grass,Loam Soil,0
51,57,,40,Grass,Loam Soil,1
21,39,,40,Grass,Loam Soil,1
32,52,,20,Grass,Loam Soil,0
13,65,,2,Grass,Loam Soil,1
44,70,,14,Grass,Loam Soil,1
72,57,,23,Grass,Loam Soil,0
1,36,,7,Grass,Loam Soil,1
19,63,,1,Grass,Loam Soil,0
32,46,,15,Grass,Loam Soil,1
76,52,,4,Grass,Loam Soil,0
22,61,,43,Grass,Loam Soil,1
